index,code,year,period,id,Country,population,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling,polution
7179,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0007A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
7226,EEA_3161-02-2,2006,2006-01--2006-12,UKGB106038033290,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,2.033288958533358
7231,EEA_3161-02-2,2006,2006-01--2006-12,UKGB106039023220,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,2.3134429327285133
7238,EEA_3161-02-2,2008,2008-01--2008-12,UKGB106038033290,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,2.145443444676681
7331,EEA_3161-03-3,2009,2009-03--2009-05,FRFR279,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7487900020253312
7335,EEA_31615-01-7,2009,2009-01--2009-12,FRHR346-I90-0400,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7638862622389688
7345,EEA_3161-05-5,2009,2009-01--2009-12,FI53_011_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.6119913535989364
7347,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0006A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3374317761159127
7349,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0002,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.60719760329778
7350,EEA_3161-01-1,2009,2009-01--2009-12,FRFRR227_2,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6763402317350752
7351,EEA_3161-05-5,2009,2009-01--2009-12,FRFRR227_2,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6915265258145575
7355,EEA_31615-01-7,2009,2009-01--2009-12,FRFR280,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8670710754861429
7364,EEA_3161-01-1,2009,2009-01--2009-12,FRFR777,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4328642985124716
7370,EEA_3161-05-5,2009,2009-01--2009-12,FRFR777,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8385626766579198
7391,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
7396,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0544,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.366986661326886
7404,EEA_3161-05-5,2009,2009-01--2009-12,FRFR280,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6963669914011436
7406,EEA_3161-05-5,2009,2009-01--2009-12,FRFR279,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0921011370524525
7413,EEA_3161-02-2,2009,2009-01--2009-12,FI53_011_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.5635508923888715
7427,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0002,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.589207321957504
7428,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0003A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7366136753051086
7481,EEA_3161-02-2,2006,2006-01--2006-12,UKSC020446,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.0875528970078614
7491,EEA_3161-01-1,2008,2008-01--2008-12,FRDR677,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4906227123668177
7492,EEA_31615-01-7,2008,2008-01--2008-12,FRDR676,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.9186593384936013
7496,EEA_3161-02-2,2008,2008-01--2008-12,FRDR1806A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0348592367465883
7497,EEA_3161-03-3,2008,2008-06--2008-08,FRDR677,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8054843030023631
7531,EEA_31615-01-7,2008,2008-01--2008-12,FRDR517C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6986868084492202
7533,EEA_3161-02-2,2008,2008-01--2008-12,FRDR2015,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8674197644402272
7552,EEA_3161-05-5,2008,2008-01--2008-12,FRDR428B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7876560617553048
7553,EEA_31615-01-7,2008,2008-01--2008-12,FRDR428B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.856640119332836
7558,EEA_3161-01-1,2008,2008-01--2008-12,FRDR2015,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
7567,EEA_3161-03-3,2009,2009-01--2009-12,ES12158,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1.555762836487018
7571,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0735010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.1541792508476743
7607,EEA_3161-02-2,2009,2009-01--2009-12,FRAR18,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.155523724510894
7610,EEA_3161-01-1,2009,2009-01--2009-12,FRAR41,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6038606719655096
7612,EEA_3161-03-3,2009,2009-01--2009-12,FRAR41,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6438660708964938
7618,EEA_3161-03-3,2009,2009-01--2009-12,FRAR48,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4010781662010697
7620,EEA_3161-05-5,2009,2009-01--2009-12,FRAR49,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7105819512341185
7628,EEA_3161-05-5,2009,2009-01--2009-12,ES014MSPFES-014-NR-163-000-02-00,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.8415240813009625
7635,EEA_3161-01-1,2009,2009-01--2009-12,FRGR2017,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0402767116551463
7638,EEA_3161-02-2,2009,2009-01--2009-12,FRGR2017,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3978696087042797
7646,EEA_3161-03-3,2009,2009-01--2009-12,FRAR50,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4984465178250296
7662,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0538,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.942609338891984
7664,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4227757488217248
7666,EEA_31615-01-7,2009,2009-01--2009-12,FRFR251,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8158602657485886
7668,EEA_3161-01-1,2009,2009-01--2009-12,FRFR178,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
7702,EEA_3161-02-2,2007,2007-01--2007-12,UKSC023032,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.214615964424416
7703,EEA_3161-02-2,2007,2007-01--2007-12,UKSC023346,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.0702720529853316
7705,EEA_3161-02-2,2007,2007-01--2007-12,UKSC023265,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.4885801546606403
7731,EEA_3161-03-3,2009,2009-01--2009-12,BERW06_MV35R,Belgium,377.379590488771,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0.6055720083039923
7733,EEA_3161-03-3,2009,2009-01--2009-12,BERW06_SC09R,Belgium,377.379590488771,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0.3435897043900768
7744,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0427021,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,3.205709528336442
7754,EEA_3161-02-2,2009,2009-01--2009-12,ES12219,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.3987761199573678
7790,EEA_3161-02-2,2009,2009-01--2009-12,FRFR242,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7125683433002796
7798,EEA_3161-01-1,2009,2009-01--2009-12,FRFRR240_1,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5306282510621704
7805,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0002,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8211313407006531
7806,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0002,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.835986990134191
7808,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0003A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9261182829129624
7812,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0547B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.743010304218146
7819,EEA_3161-01-1,2009,2009-01--2009-12,FRAR49,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.170932950247736
7827,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0538,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8279708628184126
7836,EEA_3161-05-5,2009,2009-01--2009-12,FRFR330B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4361363528770688
7844,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0003A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7054166024198274
7846,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0161A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4803666224668279
7849,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0161A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4580328899913876
7856,EEA_3161-02-2,2009,2009-01--2009-12,FRAR49,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4940158375152337
7873,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0162,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9087947067472092
7929,EEA_3161-02-2,2008,2008-01--2008-12,UKSC006586,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.1023760666168665
7930,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010101,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.9548958709852216
8001,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006499,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.1444466043650281
8018,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0094,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5643662011205428
8039,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0427021,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.9849208709149798
8043,EEA_3161-05-5,2009,2009-01--2009-12,ES12122,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1.671172506238937
8044,EEA_3161-02-2,2009,2009-01--2009-12,ES12122,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1.438388584678025
8050,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0427021,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1.7628969245429538
8052,EEA_3161-02-2,2006,2006-01--2006-12,UKGB103023075801,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.6410641006897199
8055,EEA_31615-01-7,2008,2008-01--2008-12,UKGB103023075801,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.8558313464054429
8058,EEA_3161-02-2,2007,2007-01--2007-12,UKGB103023074790,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.4766673731443989
8105,EEA_3161-02-2,2007,2007-01--2007-12,UKGB103023075801,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0.5695661187885908
8112,EEA_31615-01-7,2008,2008-01--2008-12,UKGB103023074790,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.407321728311966
8149,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0381,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0157957374451778
8174,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0717010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.3776827270957126
8269,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104027057770,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.928861355048611
8352,EEA_3161-01-1,2009,2009-01--2009-12,FRAR40,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3801473001238744
8353,EEA_3161-05-5,2009,2009-01--2009-12,FRAR40,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7588246914551584
8356,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0546,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8171136515507904
8357,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0546,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4576238339597989
8358,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0548,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9129531684003878
8365,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0545,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8702467933727484
8379,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0547B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.449351316530775
8383,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0549A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8751978673385962
8386,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0550,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8827670398350115
8390,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0544,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9414515275326548
8404,EEA_31615-01-7,2009,2009-01--2009-12,FRAR04,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.9644697071422328
8407,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0549A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.539954920857918
8409,EEA_31615-01-7,2009,2009-01--2009-12,FRAR40,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8294597964108803
8412,EEA_3161-05-5,2009,2009-01--2009-12,FRAR57,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.227720580454981
8413,EEA_31615-01-7,2009,2009-01--2009-12,FRAR57,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4935420948608913
8419,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0548,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.5729170713439915
8420,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0550,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9129531684003878
8429,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0548,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.2026779663849942
8434,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0545,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.5578687905359552
8435,EEA_3161-02-2,2009,2009-01--2009-12,FRAR57,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.2098077478844498
8443,EEA_3161-05-5,2009,2009-01--2009-12,FRAR06,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7609548412678202
8444,EEA_31615-01-7,2009,2009-01--2009-12,FRAR06,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.9161914626043983
8446,EEA_3161-05-5,2009,2009-01--2009-12,FRAR51,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.910567164926174
8520,EEA_31615-01-7,2006,2006-01--2006-12,UKGB103023074790,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.6524974018945473
8549,EEA_3161-02-2,2010,2010-01--2010-12,ES030MSPF0727010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.092761480081311
8554,EEA_3161-03-3,2010,2010-01--2010-12,ES12158,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.5346202723317077
8557,EEA_3161-01-1,2010,2010-01--2010-12,ES030MSPF0735010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.1541792508476743
8560,EEA_3161-02-2,2010,2010-01--2010-12,ES030MSPF0735010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.0407579924721678
8564,EEA_3161-05-5,2009,2009-01--2009-12,FRAR30,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6055282797705284
8567,EEA_31615-01-7,2009,2009-01--2009-12,FRAR66,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.046315120547323
8568,EEA_3161-02-2,2009,2009-01--2009-12,FRAR66,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.9772233061069948
8576,EEA_3161-05-5,2009,2009-01--2009-12,FRDR192B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.147735730627662
8579,EEA_3161-05-5,2009,2009-01--2009-12,FRDR187,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0129345674187284
8592,EEA_3161-05-5,2009,2009-01--2009-12,FRAR63,Belgium,377.379590488771,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,2.0243502545664134
8595,EEA_3161-02-2,2009,2009-01--2009-12,FRAR32,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8908443341182093
8604,EEA_3161-01-1,2009,2009-01--2009-12,FRDR196B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
8624,EEA_3161-02-2,2009,2009-01--2009-12,FRAR30,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.583953936798577
8625,EEA_3161-01-1,2009,2009-01--2009-12,FRAR13,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4647818946886458
8631,EEA_3161-03-3,2009,2009-01--2009-12,FRGR1892,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.478302225448839
8633,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0560,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6407569689891809
8638,EEA_3161-03-3,2009,2009-01--2009-12,FRAR13,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4946962418361071
8655,EEA_3161-03-3,2009,2009-04--2009-10,FRDR196A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.903618780770246
8666,EEA_3161-02-2,2009,2009-01--2009-12,FRAR63,Belgium,377.379590488771,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,1.970717040829856
8684,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0455B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8798924392192555
8720,EEA_3161-02-2,2010,2010-01--2010-12,FRFRR227_2,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6059699058448855
8727,EEA_3161-02-2,2010,2010-01--2010-12,FRFR230,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.1753603441614433
8733,EEA_3161-02-2,2010,2010-01--2010-12,FRFR228,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7699244780788632
8792,EEA_3161-01-1,2008,2008-01--2008-12,FRDR187,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
8794,EEA_3161-03-3,2008,2007-12--2008-02,FRDR188,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8591318474458605
8795,EEA_3161-02-2,2008,2008-01--2008-12,FRDR188,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4833484739341418
8807,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0302,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.1714878350303863
